customer_id,first_name,last_name,email,registration_date,region,customer_segment
2876,Susan,Garcia,susan.garcia2876@email.com,8/16/2023,East,Regular
2877,Karen,Miller,karen.miller2877@email.com,1/11/2023,South,Occasional
2878,Richard,Moore,richard.moore2878@email.com,2/16/2023,Central,VIP
2879,Daniel,Jones,daniel.jones2879@email.com,4/28/2023,Central,Occasional
2880,Patricia,Moore,patricia.moore2880@email.com,11/29/2023,Central,Occasional
2881,Robert,Johnson,robert.johnson2881@email.com,10/3/2023,South,Occasional
2882,Linda,Johnson,linda.johnson2882@email.com,11/7/2023,Central,Occasional
2883,Linda,Moore,linda.moore2883@email.com,6/23/2023,Central,Occasional
2884,William,Rodriguez,william.rodriguez2884@email.com,12/14/2023,South,VIP
2885,Jessica,Miller,jessica.miller2885@email.com,12/3/2023,North,Occasional
2886,Karen,Anderson,karen.anderson2886@email.com,10/11/2023,Central,VIP
2887,David,Anderson,david.anderson2887@email.com,11/26/2023,East,VIP
2888,James,Smith,james.smith2888@email.com,12/20/2023,North,Occasional
2889,Lisa,Smith,lisa.smith2889@email.com,12/10/2023,Central,VIP
2890,Daniel,Miller,daniel.miller2890@email.com,2/20/2023,West,Occasional
2891,Sarah,Lee,sarah.lee2891@email.com,10/12/2023,Central,VIP
2892,Robert,Lopez,robert.lopez2892@email.com,10/6/2023,North,Occasional
2893,Thomas,Lee,thomas.lee2893@email.com,11/24/2023,East,Regular
2894,Sarah,Jones,sarah.jones2894@email.com,10/23/2023,Central,Occasional
2895,Jessica,Taylor,jessica.taylor2895@email.com,2/9/2023,South,Regular
2896,Barbara,Taylor,barbara.taylor2896@email.com,1/22/2023,East,Occasional
2897,Mary,Taylor,mary.taylor2897@email.com,1/14/2023,North,Occasional
2898,James,Thompson,james.thompson2898@email.com,11/30/2023,West,Regular
2899,David,Williams,david.williams2899@email.com,10/26/2023,East,Occasional
2900,Richard,Gonzalez,richard.gonzalez2900@email.com,5/1/2023,West,VIP
2901,William,Taylor,william.taylor2901@email.com,11/20/2023,East,Occasional
2902,Elizabeth,Martinez,elizabeth.martinez2902@email.com,10/23/2023,West,Occasional
2903,Sarah,White,sarah.white2903@email.com,11/1/2023,North,Occasional
2904,Linda,Wilson,linda.wilson2904@email.com,11/11/2023,Central,Occasional
2905,Elizabeth,Smith,elizabeth.smith2905@email.com,11/22/2023,Central,Regular
2906,John,Johnson,john.johnson2906@email.com,12/25/2023,North,Occasional
2907,William,Taylor,william.taylor2907@email.com,10/21/2023,Central,Occasional
2908,William,Lee,william.lee2908@email.com,11/26/2023,South,Occasional
2909,Jessica,Thomas,jessica.thomas2909@email.com,5/8/2023,Central,Regular
2910,Daniel,Miller,daniel.miller2910@email.com,2/2/2023,West,Regular
2911,Robert,Thompson,robert.thompson2911@email.com,10/3/2023,West,Occasional
2912,Barbara,Garcia,barbara.garcia2912@email.com,11/27/2023,East,Occasional
2913,Jennifer,Smith,jennifer.smith2913@email.com,11/8/2023,South,Occasional
2914,Lisa,Taylor,lisa.taylor2914@email.com,2/23/2023,East,Occasional
2915,William,Williams,william.williams2915@email.com,1/21/2023,West,Regular
2916,Christopher,Gonzalez,christopher.gonzalez2916@email.com,11/14/2023,East,Occasional
2917,Mary,Garcia,mary.garcia2917@email.com,4/28/2023,East,Regular
2918,Nancy,Garcia,nancy.garcia2918@email.com,12/29/2023,North,Occasional
2919,Barbara,Wilson,barbara.wilson2919@email.com,5/29/2023,Central,Occasional
2920,Thomas,Taylor,thomas.taylor2920@email.com,1/12/2023,South,Occasional
2921,Elizabeth,Davis,elizabeth.davis2921@email.com,9/14/2023,Central,Regular
2922,William,Hernandez,william.hernandez2922@email.com,3/10/2023,West,Occasional
2923,Daniel,Johnson,daniel.johnson2923@email.com,6/24/2023,North,Regular
2924,Christopher,Johnson,christopher.johnson2924@email.com,5/30/2023,South,Regular
2925,Michael,Miller,michael.miller2925@email.com,7/1/2023,South,Occasional
2926,William,Jackson,william.jackson2926@email.com,12/16/2023,West,Occasional
2927,Robert,Brown,robert.brown2927@email.com,10/16/2023,West,Occasional
2928,Lisa,Brown,lisa.brown2928@email.com,11/7/2023,South,Regular
2929,John,Lee,john.lee2929@email.com,9/10/2023,South,VIP
2930,Christopher,Hernandez,christopher.hernandez2930@email.com,1/21/2023,West,Occasional
2931,Lisa,Williams,lisa.williams2931@email.com,11/10/2023,Central,Occasional
2932,David,Gonzalez,david.gonzalez2932@email.com,10/28/2023,West,Occasional
2933,Lisa,Taylor,lisa.taylor2933@email.com,1/6/2023,South,Regular
2934,James,Smith,james.smith2934@email.com,6/21/2023,West,VIP
2935,Robert,Martin,robert.martin2935@email.com,1/7/2023,South,Occasional
2936,David,Thomas,david.thomas2936@email.com,9/12/2023,East,Occasional
2937,Karen,Brown,karen.brown2937@email.com,8/1/2023,North,Occasional
2938,Nancy,Miller,nancy.miller2938@email.com,10/14/2023,East,VIP
2939,Mary,Williams,mary.williams2939@email.com,12/22/2023,North,Occasional
2940,Christopher,Jackson,christopher.jackson2940@email.com,10/23/2023,East,Regular
2941,Richard,Taylor,richard.taylor2941@email.com,1/14/2023,Central,VIP
2942,Susan,Miller,susan.miller2942@email.com,12/11/2023,South,Occasional
2943,Thomas,Jones,thomas.jones2943@email.com,11/4/2023,East,Regular
2944,Susan,Williams,susan.williams2944@email.com,12/27/2023,East,VIP
2945,Sarah,Wilson,sarah.wilson2945@email.com,1/22/2023,East,Occasional
2946,David,Davis,david.davis2946@email.com,7/22/2023,West,Occasional
2947,Lisa,Johnson,lisa.johnson2947@email.com,2/19/2023,North,Occasional
2948,Susan,Smith,susan.smith2948@email.com,4/9/2023,North,Occasional
2949,Michael,Lopez,michael.lopez2949@email.com,10/15/2023,North,Occasional
2950,James,Gonzalez,james.gonzalez2950@email.com,11/3/2023,North,Regular
2951,Lisa,Miller,lisa.miller2951@email.com,12/9/2023,South,Regular
2952,David,Lopez,david.lopez2952@email.com,11/6/2023,Central,Occasional
2953,Susan,Jackson,susan.jackson2953@email.com,10/12/2023,West,Occasional
2954,Sarah,Lee,sarah.lee2954@email.com,11/15/2023,South,Occasional
2955,William,Martinez,william.martinez2955@email.com,1/21/2023,North,Regular
2956,Sarah,Smith,sarah.smith2956@email.com,8/18/2023,South,Regular
2957,Linda,Thomas,linda.thomas2957@email.com,10/9/2023,Central,VIP
2958,Mary,Miller,mary.miller2958@email.com,11/14/2023,Central,Occasional
2959,Mary,Brown,mary.brown2959@email.com,8/20/2023,North,Occasional
2960,Mary,Taylor,mary.taylor2960@email.com,10/20/2023,Central,Occasional
2961,Barbara,Martinez,barbara.martinez2961@email.com,1/9/2023,West,Occasional
2962,Charles,Garcia,charles.garcia2962@email.com,11/3/2023,Central,Occasional
2963,Christopher,Wilson,christopher.wilson2963@email.com,10/21/2023,West,Occasional
2964,Nancy,Martinez,nancy.martinez2964@email.com,11/25/2023,Central,Occasional
2965,Lisa,Thompson,lisa.thompson2965@email.com,8/22/2023,North,Occasional
2966,Barbara,Jones,barbara.jones2966@email.com,7/7/2023,Central,Occasional
2967,Charles,Davis,charles.davis2967@email.com,10/20/2023,North,Regular
2968,Thomas,Martinez,thomas.martinez2968@email.com,4/10/2023,South,Occasional
2969,Patricia,Garcia,patricia.garcia2969@email.com,4/25/2023,East,Occasional
2970,Susan,Gonzalez,susan.gonzalez2970@email.com,1/29/2023,West,Occasional
2971,James,Moore,james.moore2971@email.com,7/23/2023,North,Occasional
2972,Susan,Smith,susan.smith2972@email.com,3/31/2023,South,Regular
2973,Lisa,Davis,lisa.davis2973@email.com,4/23/2023,East,Occasional
2974,Karen,Lopez,karen.lopez2974@email.com,9/24/2023,South,Occasional
2975,Sarah,Smith,sarah.smith2975@email.com,5/26/2023,North,Occasional
2976,Susan,Thompson,susan.thompson2976@email.com,12/13/2023,Central,Occasional
2977,David,Smith,david.smith2977@email.com,3/17/2023,West,Occasional
2978,Elizabeth,Moore,elizabeth.moore2978@email.com,8/11/2023,East,VIP
2979,Sarah,Gonzalez,sarah.gonzalez2979@email.com,6/26/2023,West,Occasional
2980,Michael,Smith,michael.smith2980@email.com,8/7/2023,North,Occasional
2981,Nancy,Jones,nancy.jones2981@email.com,9/28/2023,East,Occasional
2982,Patricia,Rodriguez,patricia.rodriguez2982@email.com,5/17/2023,West,Occasional
2983,Linda,Jackson,linda.jackson2983@email.com,6/9/2023,Central,Regular
2984,Mary,Smith,mary.smith2984@email.com,3/26/2023,West,Occasional
2985,James,Smith,james.smith2985@email.com,9/21/2023,West,Occasional
2986,Richard,Williams,richard.williams2986@email.com,3/1/2023,West,Occasional
2987,John,Williams,john.williams2987@email.com,11/10/2023,East,Occasional
2988,James,Johnson,james.johnson2988@email.com,7/12/2023,Central,VIP
2989,Christopher,Rodriguez,christopher.rodriguez2989@email.com,10/12/2023,Central,VIP
2990,Lisa,Hernandez,lisa.hernandez2990@email.com,11/9/2023,South,Occasional
2991,Thomas,Miller,thomas.miller2991@email.com,8/15/2023,West,Occasional
2992,Mary,Lopez,mary.lopez2992@email.com,11/26/2023,East,VIP
2993,Jessica,Anderson,jessica.anderson2993@email.com,5/25/2023,West,Regular
2994,Daniel,Anderson,daniel.anderson2994@email.com,7/26/2023,West,Occasional
2995,Karen,Jones,karen.jones2995@email.com,10/21/2023,North,Occasional
2996,Jessica,Lee,jessica.lee2996@email.com,7/16/2023,North,Occasional
2997,Charles,White,charles.white2997@email.com,2/4/2023,East,VIP
2998,Thomas,Thompson,thomas.thompson2998@email.com,2/4/2023,South,Regular
2999,Joseph,Davis,joseph.davis2999@email.com,12/15/2023,East,Occasional
3000,Jennifer,Miller,jennifer.miller3000@email.com,11/10/2023,North,Occasional
3001,John,Anderson,john.anderson3001@email.com,12/10/2023,North,VIP
3002,Jennifer,Smith,jennifer.smith3002@email.com,12/3/2023,West,Regular
3003,Thomas,Thompson,thomas.thompson3003@email.com,11/2/2023,West,Occasional
3004,Elizabeth,Gonzalez,elizabeth.gonzalez3004@email.com,12/4/2023,West,VIP
3005,Nancy,Moore,nancy.moore3005@email.com,11/28/2023,Central,VIP
3006,Jennifer,Jackson,jennifer.jackson3006@email.com,12/13/2023,West,Regular
3007,Mary,Brown,mary.brown3007@email.com,5/26/2023,North,Regular
3008,Michael,Thompson,michael.thompson3008@email.com,12/18/2023,West,Occasional
3009,Patricia,Jones,patricia.jones3009@email.com,9/13/2023,Central,Regular
3010,Jennifer,Williams,jennifer.williams3010@email.com,12/11/2023,North,Occasional
3011,Charles,Moore,charles.moore3011@email.com,2/22/2023,South,Regular
3012,Susan,Garcia,susan.garcia3012@email.com,6/24/2023,West,Occasional
3013,Nancy,Martin,nancy.martin3013@email.com,8/7/2023,South,Occasional
3014,Sarah,Davis,sarah.davis3014@email.com,9/21/2023,South,Occasional
3015,David,Wilson,david.wilson3015@email.com,12/2/2023,Central,Occasional
3016,Lisa,Smith,lisa.smith3016@email.com,12/26/2023,Central,Occasional
3017,Christopher,Wilson,christopher.wilson3017@email.com,3/2/2023,West,Occasional
3018,Mary,Gonzalez,mary.gonzalez3018@email.com,9/12/2023,South,Occasional
3019,Thomas,Jones,thomas.jones3019@email.com,1/8/2023,East,Occasional
3020,Richard,Moore,richard.moore3020@email.com,10/8/2023,South,Regular
3021,Christopher,Lopez,christopher.lopez3021@email.com,12/11/2023,North,Occasional
3022,Nancy,Thompson,nancy.thompson3022@email.com,11/19/2023,Central,Occasional
3023,Patricia,Thompson,patricia.thompson3023@email.com,10/20/2023,South,Occasional
3024,Thomas,Lee,thomas.lee3024@email.com,3/31/2023,North,Occasional
3025,Robert,Hernandez,robert.hernandez3025@email.com,8/22/2023,Central,Occasional
3026,Sarah,Jackson,sarah.jackson3026@email.com,12/16/2023,East,Regular
3027,Karen,Martin,karen.martin3027@email.com,10/7/2023,North,Occasional
3028,Robert,Johnson,robert.johnson3028@email.com,1/18/2023,Central,Occasional
3029,Linda,Thompson,linda.thompson3029@email.com,8/10/2023,Central,Occasional
3030,William,Taylor,william.taylor3030@email.com,11/28/2023,South,Regular
3031,Karen,Hernandez,karen.hernandez3031@email.com,11/9/2023,Central,Occasional
3032,John,Lee,john.lee3032@email.com,11/17/2023,West,Occasional
3033,Thomas,Anderson,thomas.anderson3033@email.com,1/19/2023,West,VIP
3034,Jennifer,Davis,jennifer.davis3034@email.com,7/25/2023,West,Occasional
3035,Michael,Moore,michael.moore3035@email.com,12/3/2023,South,VIP
3036,Karen,Anderson,karen.anderson3036@email.com,12/22/2023,Central,VIP
3037,Christopher,Thompson,christopher.thompson3037@email.com,9/11/2023,Central,Occasional
3038,Richard,Moore,richard.moore3038@email.com,10/13/2023,Central,Occasional
3039,Thomas,Thomas,thomas.thomas3039@email.com,3/20/2023,South,Regular
3040,Charles,Miller,charles.miller3040@email.com,1/20/2023,Central,Regular
3041,Thomas,Smith,thomas.smith3041@email.com,12/8/2023,South,Occasional
3042,Daniel,Rodriguez,daniel.rodriguez3042@email.com,12/6/2023,East,Occasional
3043,Richard,Gonzalez,richard.gonzalez3043@email.com,6/19/2023,West,Occasional
3044,James,Thompson,james.thompson3044@email.com,11/26/2023,Central,Regular
3045,Lisa,Hernandez,lisa.hernandez3045@email.com,5/18/2023,East,Regular
3046,Thomas,Gonzalez,thomas.gonzalez3046@email.com,7/21/2023,South,VIP
3047,Karen,Martinez,karen.martinez3047@email.com,11/30/2023,South,Occasional
3048,Lisa,Jackson,lisa.jackson3048@email.com,7/20/2023,South,Occasional
3049,Michael,Moore,michael.moore3049@email.com,10/21/2023,North,Regular
3050,Jennifer,Rodriguez,jennifer.rodriguez3050@email.com,10/5/2023,East,Regular
3051,David,Thomas,david.thomas3051@email.com,11/18/2023,West,Regular
3052,Charles,Garcia,charles.garcia3052@email.com,10/29/2023,South,Occasional
3053,Linda,Hernandez,linda.hernandez3053@email.com,12/18/2023,East,VIP
3054,Thomas,Brown,thomas.brown3054@email.com,7/20/2023,East,Occasional
3055,Christopher,Thomas,christopher.thomas3055@email.com,7/17/2023,Central,Regular
3056,Karen,Hernandez,karen.hernandez3056@email.com,12/15/2023,East,Occasional
3057,Linda,Smith,linda.smith3057@email.com,10/12/2023,Central,VIP
3058,Nancy,Taylor,nancy.taylor3058@email.com,2/8/2023,North,Occasional
3059,Karen,Thomas,karen.thomas3059@email.com,12/6/2023,Central,Occasional
3060,David,Jackson,david.jackson3060@email.com,12/27/2023,North,Occasional
3061,Michael,Gonzalez,michael.gonzalez3061@email.com,11/20/2023,East,Occasional
3062,David,Hernandez,david.hernandez3062@email.com,12/4/2023,South,Occasional
3063,Michael,Wilson,michael.wilson3063@email.com,9/26/2023,North,Regular
3064,Susan,Anderson,susan.anderson3064@email.com,1/24/2023,North,Occasional
3065,William,Jones,william.jones3065@email.com,11/26/2023,North,Regular
3066,John,Johnson,john.johnson3066@email.com,4/1/2023,West,Occasional
3067,Thomas,Brown,thomas.brown3067@email.com,9/26/2023,West,Occasional
3068,Karen,Jones,karen.jones3068@email.com,1/4/2023,East,Occasional
3069,Linda,Taylor,linda.taylor3069@email.com,6/28/2023,West,Regular
3070,Robert,Hernandez,robert.hernandez3070@email.com,8/8/2023,West,VIP
3071,David,Jackson,david.jackson3071@email.com,8/19/2023,Central,Occasional
3072,Barbara,Garcia,barbara.garcia3072@email.com,11/18/2023,Central,Regular
3073,Lisa,Thompson,lisa.thompson3073@email.com,10/12/2023,East,Occasional
3074,Susan,Lopez,susan.lopez3074@email.com,6/12/2023,Central,Regular
3075,Thomas,Jones,thomas.jones3075@email.com,10/14/2023,North,Occasional
3076,Daniel,Wilson,daniel.wilson3076@email.com,1/14/2023,South,Occasional
3077,James,Johnson,james.johnson3077@email.com,11/22/2023,East,Occasional
3078,Charles,Lee,charles.lee3078@email.com,2/7/2023,South,VIP
3079,Patricia,Hernandez,patricia.hernandez3079@email.com,2/5/2023,South,VIP
3080,David,Thomas,david.thomas3080@email.com,12/5/2023,West,Occasional
3081,Jennifer,Thompson,jennifer.thompson3081@email.com,11/23/2023,East,Occasional
3082,Thomas,Martin,thomas.martin3082@email.com,10/17/2023,Central,Occasional
3083,Jessica,Jones,jessica.jones3083@email.com,12/20/2023,South,Occasional
3084,Christopher,Anderson,christopher.anderson3084@email.com,5/30/2023,West,VIP
3085,James,Jones,james.jones3085@email.com,10/27/2023,South,Occasional
3086,Barbara,Miller,barbara.miller3086@email.com,2/5/2023,Central,Regular
3087,Jennifer,White,jennifer.white3087@email.com,2/24/2023,South,Regular
3088,John,Jones,john.jones3088@email.com,12/13/2023,North,Occasional
3089,Karen,Williams,karen.williams3089@email.com,12/30/2023,North,Occasional
3090,Susan,Rodriguez,susan.rodriguez3090@email.com,4/15/2023,Central,Occasional
3091,James,Moore,james.moore3091@email.com,11/1/2023,West,Occasional
3092,John,Thompson,john.thompson3092@email.com,4/3/2023,East,Occasional
3093,David,Rodriguez,david.rodriguez3093@email.com,7/5/2023,Central,Occasional
3094,Jessica,Jones,jessica.jones3094@email.com,10/19/2023,North,Regular
3095,Karen,Williams,karen.williams3095@email.com,12/9/2023,West,Occasional
3096,Nancy,Moore,nancy.moore3096@email.com,12/18/2023,West,VIP
3097,Jennifer,White,jennifer.white3097@email.com,3/3/2023,West,Regular
3098,Joseph,Thompson,joseph.thompson3098@email.com,11/5/2023,South,Occasional
3099,Christopher,Jackson,christopher.jackson3099@email.com,1/15/2023,East,Regular
3100,Robert,Jackson,robert.jackson3100@email.com,11/11/2023,South,Occasional
3101,Jennifer,Brown,jennifer.brown3101@email.com,6/17/2023,Central,VIP
3102,Barbara,Davis,barbara.davis3102@email.com,3/15/2023,South,Occasional
3103,David,Lee,david.lee3103@email.com,11/30/2023,Central,Occasional
3104,Sarah,Miller,sarah.miller3104@email.com,11/22/2023,East,Occasional
3105,Jessica,Lee,jessica.lee3105@email.com,9/10/2023,South,Regular
3106,Richard,Martinez,richard.martinez3106@email.com,12/29/2023,Central,Regular
3107,William,Jackson,william.jackson3107@email.com,9/13/2023,Central,Occasional
3108,Patricia,Garcia,patricia.garcia3108@email.com,11/6/2023,Central,Occasional
3109,Jennifer,Jackson,jennifer.jackson3109@email.com,12/23/2023,South,VIP
3110,Linda,Thompson,linda.thompson3110@email.com,8/28/2023,Central,Occasional
3111,Lisa,Brown,lisa.brown3111@email.com,11/20/2023,South,Occasional
3112,Sarah,Taylor,sarah.taylor3112@email.com,12/12/2023,North,Occasional
3113,Patricia,Jones,patricia.jones3113@email.com,7/23/2023,North,Occasional
3114,Jennifer,Johnson,jennifer.johnson3114@email.com,5/16/2023,Central,Occasional
3115,Nancy,Anderson,nancy.anderson3115@email.com,9/17/2023,Central,Occasional
3116,Nancy,Miller,nancy.miller3116@email.com,12/27/2023,East,Occasional
3117,Elizabeth,Garcia,elizabeth.garcia3117@email.com,10/24/2023,West,Occasional
3118,Mary,Miller,mary.miller3118@email.com,11/23/2023,South,Occasional
3119,Christopher,Williams,christopher.williams3119@email.com,10/21/2023,East,VIP
3120,John,Lopez,john.lopez3120@email.com,3/25/2023,South,Occasional
3121,Charles,Williams,charles.williams3121@email.com,12/12/2023,Central,Regular
3122,Lisa,Jackson,lisa.jackson3122@email.com,12/6/2023,North,VIP
3123,Michael,Thomas,michael.thomas3123@email.com,10/27/2023,South,VIP
3124,Michael,Smith,michael.smith3124@email.com,8/29/2023,North,Regular
3125,Charles,Thomas,charles.thomas3125@email.com,12/17/2023,South,Occasional
3126,Christopher,Jones,christopher.jones3126@email.com,3/1/2023,South,Regular
3127,Nancy,White,nancy.white3127@email.com,7/29/2023,West,Occasional
3128,Robert,Johnson,robert.johnson3128@email.com,10/6/2023,North,VIP
3129,Richard,Gonzalez,richard.gonzalez3129@email.com,12/8/2023,North,VIP
3130,Lisa,Johnson,lisa.johnson3130@email.com,6/25/2023,Central,Occasional
3131,Linda,Miller,linda.miller3131@email.com,4/20/2023,North,Regular
3132,Michael,Wilson,michael.wilson3132@email.com,12/5/2023,Central,VIP
3133,Jennifer,Anderson,jennifer.anderson3133@email.com,12/7/2023,East,Occasional
3134,Patricia,Jones,patricia.jones3134@email.com,5/25/2023,South,VIP
3135,Barbara,Smith,barbara.smith3135@email.com,12/16/2023,West,Occasional
3136,Robert,Hernandez,robert.hernandez3136@email.com,10/23/2023,East,Occasional
3137,Robert,Martin,robert.martin3137@email.com,12/15/2023,North,Occasional
3138,Charles,Miller,charles.miller3138@email.com,7/7/2023,East,Occasional
3139,John,Lee,john.lee3139@email.com,12/4/2023,Central,Occasional
3140,Robert,White,robert.white3140@email.com,1/9/2023,North,Regular
3141,Joseph,Brown,joseph.brown3141@email.com,12/7/2023,West,Occasional
3142,Sarah,Hernandez,sarah.hernandez3142@email.com,7/18/2023,East,Occasional
3143,Robert,Miller,robert.miller3143@email.com,5/13/2023,North,Occasional
3144,Robert,Smith,robert.smith3144@email.com,10/31/2023,North,Occasional
3145,Elizabeth,Martin,elizabeth.martin3145@email.com,12/2/2023,Central,Occasional
3146,Mary,Garcia,mary.garcia3146@email.com,2/1/2023,West,Occasional
3147,John,Wilson,john.wilson3147@email.com,10/30/2023,North,Occasional
3148,Robert,Jones,robert.jones3148@email.com,9/29/2023,North,Regular
3149,William,Garcia,william.garcia3149@email.com,12/17/2023,North,Regular
3150,Daniel,Martinez,daniel.martinez3150@email.com,12/24/2023,North,VIP
3151,Elizabeth,Gonzalez,elizabeth.gonzalez3151@email.com,10/16/2023,West,Occasional
3152,Barbara,Martin,barbara.martin3152@email.com,11/5/2023,Central,Occasional
3153,Elizabeth,Lopez,elizabeth.lopez3153@email.com,12/9/2023,South,Regular
3154,Patricia,Jones,patricia.jones3154@email.com,5/9/2023,West,Occasional
3155,Patricia,Johnson,patricia.johnson3155@email.com,3/2/2023,Central,VIP
3156,Michael,Smith,michael.smith3156@email.com,7/31/2023,Central,Regular
3157,Joseph,Gonzalez,joseph.gonzalez3157@email.com,12/20/2023,West,Regular
3158,Thomas,Johnson,thomas.johnson3158@email.com,9/22/2023,North,Occasional
3159,Nancy,Lopez,nancy.lopez3159@email.com,3/17/2023,Central,VIP
3160,Lisa,Brown,lisa.brown3160@email.com,12/27/2023,North,Occasional
3161,Michael,Taylor,michael.taylor3161@email.com,11/4/2023,North,Regular
3162,Joseph,White,joseph.white3162@email.com,12/21/2023,North,Occasional
3163,Barbara,Lopez,barbara.lopez3163@email.com,5/22/2023,West,Regular
3164,Richard,Garcia,richard.garcia3164@email.com,12/6/2023,North,VIP
3165,Susan,Garcia,susan.garcia3165@email.com,10/25/2023,East,Occasional
3166,Daniel,Wilson,daniel.wilson3166@email.com,9/12/2023,North,Regular
3167,Sarah,Smith,sarah.smith3167@email.com,10/7/2023,South,Occasional
3168,Jennifer,Anderson,jennifer.anderson3168@email.com,8/12/2023,West,Occasional
3169,Robert,Williams,robert.williams3169@email.com,12/23/2023,Central,Regular
3170,Robert,White,robert.white3170@email.com,1/10/2023,North,VIP
3171,William,Gonzalez,william.gonzalez3171@email.com,2/21/2023,East,Occasional
3172,Christopher,Jackson,christopher.jackson3172@email.com,12/23/2023,North,VIP
3173,Charles,Thomas,charles.thomas3173@email.com,3/5/2023,East,VIP
3174,Lisa,Lee,lisa.lee3174@email.com,12/1/2023,Central,Occasional
3175,Sarah,Williams,sarah.williams3175@email.com,10/16/2023,East,Occasional
3176,David,Davis,david.davis3176@email.com,12/29/2023,North,Regular
3177,Jennifer,Johnson,jennifer.johnson3177@email.com,10/15/2023,Central,VIP
3178,Charles,Martinez,charles.martinez3178@email.com,11/3/2023,West,Occasional
3179,Richard,Martin,richard.martin3179@email.com,9/10/2023,South,Occasional
3180,Michael,Anderson,michael.anderson3180@email.com,12/17/2023,North,Occasional
3181,Richard,Martin,richard.martin3181@email.com,5/30/2023,North,Occasional
3182,Richard,Brown,richard.brown3182@email.com,10/30/2023,East,Occasional
3183,Jessica,Thomas,jessica.thomas3183@email.com,5/8/2023,South,Occasional
3184,David,Wilson,david.wilson3184@email.com,10/4/2023,Central,Occasional
3185,Karen,Martinez,karen.martinez3185@email.com,2/28/2023,Central,Occasional
3186,James,Williams,james.williams3186@email.com,5/16/2023,South,Occasional
3187,Nancy,Jones,nancy.jones3187@email.com,11/2/2023,North,Occasional
3188,Sarah,Garcia,sarah.garcia3188@email.com,11/9/2023,North,Occasional
3189,Nancy,Thompson,nancy.thompson3189@email.com,11/19/2023,East,VIP
3190,Sarah,Williams,sarah.williams3190@email.com,10/5/2023,Central,Occasional
3191,Karen,Taylor,karen.taylor3191@email.com,10/27/2023,West,Occasional
3192,Patricia,Williams,patricia.williams3192@email.com,1/12/2023,Central,Occasional
3193,Charles,Martinez,charles.martinez3193@email.com,9/18/2023,North,Occasional
3194,John,Moore,john.moore3194@email.com,5/14/2023,East,Occasional
3195,Jennifer,Brown,jennifer.brown3195@email.com,7/2/2023,Central,Occasional
3196,Linda,Jackson,linda.jackson3196@email.com,9/17/2023,East,Occasional
3197,James,Moore,james.moore3197@email.com,12/28/2023,East,Occasional
3198,Susan,Thomas,susan.thomas3198@email.com,10/7/2023,North,Occasional
3199,Jennifer,Miller,jennifer.miller3199@email.com,12/21/2023,East,Occasional
3200,John,Lee,john.lee3200@email.com,3/22/2023,Central,Occasional
3201,Nancy,Jackson,nancy.jackson3201@email.com,12/10/2023,Central,Occasional
3202,Sarah,Taylor,sarah.taylor3202@email.com,11/11/2023,Central,Occasional
3203,Nancy,Thomas,nancy.thomas3203@email.com,1/26/2023,East,VIP
3204,Elizabeth,Davis,elizabeth.davis3204@email.com,5/13/2023,North,Occasional
3205,Susan,Brown,susan.brown3205@email.com,12/26/2023,West,Occasional
3206,Christopher,Davis,christopher.davis3206@email.com,11/25/2023,Central,Occasional
3207,David,Gonzalez,david.gonzalez3207@email.com,11/3/2023,Central,Occasional
3208,Nancy,Thompson,nancy.thompson3208@email.com,4/4/2023,East,Occasional
3209,Karen,Wilson,karen.wilson3209@email.com,5/25/2023,Central,Occasional
3210,Sarah,Davis,sarah.davis3210@email.com,11/10/2023,West,VIP
3211,Joseph,Taylor,joseph.taylor3211@email.com,12/23/2023,West,VIP
3212,Sarah,Hernandez,sarah.hernandez3212@email.com,12/13/2023,South,Occasional
3213,Elizabeth,Jackson,elizabeth.jackson3213@email.com,11/19/2023,West,Regular
3214,Sarah,Jones,sarah.jones3214@email.com,10/19/2023,South,Regular
3215,Richard,Moore,richard.moore3215@email.com,4/27/2023,Central,VIP
3216,Susan,Jones,susan.jones3216@email.com,7/22/2023,West,Regular
3217,Thomas,Anderson,thomas.anderson3217@email.com,2/4/2023,West,VIP
3218,John,Williams,john.williams3218@email.com,12/4/2023,North,Occasional
3219,Lisa,Davis,lisa.davis3219@email.com,10/16/2023,South,Occasional
3220,Michael,White,michael.white3220@email.com,4/30/2023,South,Occasional
3221,Susan,Smith,susan.smith3221@email.com,11/30/2023,North,Occasional
3222,David,Moore,david.moore3222@email.com,7/25/2023,East,Occasional
3223,Daniel,Smith,daniel.smith3223@email.com,7/4/2023,East,Occasional
3224,Jessica,Jones,jessica.jones3224@email.com,10/14/2023,North,Occasional
3225,Christopher,Johnson,christopher.johnson3225@email.com,12/23/2023,East,Regular
3226,Charles,Wilson,charles.wilson3226@email.com,2/2/2023,West,Occasional
3227,Jessica,Williams,jessica.williams3227@email.com,3/6/2023,East,Occasional
3228,Charles,Moore,charles.moore3228@email.com,10/7/2023,Central,Occasional
3229,Lisa,Smith,lisa.smith3229@email.com,8/25/2023,Central,VIP
3230,William,Williams,william.williams3230@email.com,7/31/2023,Central,Occasional
3231,Patricia,Davis,patricia.davis3231@email.com,11/15/2023,South,Occasional
3232,Christopher,Gonzalez,christopher.gonzalez3232@email.com,10/7/2023,West,Occasional
3233,Sarah,Martin,sarah.martin3233@email.com,5/8/2023,Central,Occasional
